MovieID,Title,Genre,ReleaseDate,Rating,Votes,Revenue (Million USD)
372,Movie 372,"Drama, Romance, Thriller",2012-01-02,9.0,151539,771.4
373,Movie 373,"Thriller, Adventure",1989-03-28,6.1,1858962,712.3
374,Movie 374,Adventure,2000-05-27,6.3,1663670,402.2
375,Movie 375,"Action, Comedy, Drama",2013-01-13,6.2,2050746,2604.8
376,Movie 376,"Thriller, Drama",2015-08-01,7.3,1323038,1713.2
377,Movie 377,"Romance, Animation",2003-10-16,9.5,919661,2210.8
378,Movie 378,"Romance, Comedy, Action",2006-01-08,7.9,140243,2855.4
379,Movie 379,Adventure,1999-02-07,7.9,1098947,1288.5
380,Movie 380,Comedy,1997-02-02,9.2,2280028,1268.5
381,Movie 381,"Animation, Drama",2017-02-17,6.5,1754029,270.7
382,Movie 382,"Action, Adventure, Thriller",1988-04-10,6.9,1421243,2781.8
383,Movie 383,"Thriller, Family",2008-05-08,6.3,950238,451.5
384,Movie 384,"Drama, Comedy, Action",1990-08-15,7.1,606406,1631.0
385,Movie 385,Animation,1999-08-09,9.0,479252,515.0
386,Movie 386,"Sci-Fi, Action, Drama",2000-03-03,8.5,1592093,1218.9
387,Movie 387,Sci-Fi,1996-03-01,9.3,1996669,1690.1
388,Movie 388,"Romance, Drama, Family",1986-03-04,6.0,1032344,435.6
389,Movie 389,"Thriller, Drama",2017-10-09,9.2,414519,114.3
390,Movie 390,Romance,2021-08-26,6.5,1490621,411.5
391,Movie 391,"Action, Comedy",2016-07-27,8.5,2180904,137.0
392,Movie 392,"Adventure, Comedy, Animation",1993-03-09,7.0,723405,152.2
393,Movie 393,"Romance, Sci-Fi, Family",2006-09-16,6.2,1273465,1179.9
394,Movie 394,"Romance, Family",2020-09-26,6.1,1704313,2356.7
395,Movie 395,"Animation, Family",2002-10-17,7.1,1234289,580.5
396,Movie 396,"Romance, Action",1997-01-26,9.5,2320599,1104.4
397,Movie 397,"Romance, Comedy, Action",1995-11-08,6.9,334497,2303.9
398,Movie 398,Adventure,2002-03-06,6.8,1433806,2428.3
399,Movie 399,"Thriller, Action, Family",2002-10-19,6.5,889509,2518.3
400,Movie 400,"Family, Sci-Fi",1991-08-02,6.3,1075693,1824.9
401,Movie 401,Family,2010-01-11,9.2,945002,2429.0
402,Movie 402,"Comedy, Thriller",1983-01-05,8.1,694134,2334.4
403,Movie 403,"Thriller, Drama, Comedy",2022-07-19,6.4,1365694,1001.7
404,Movie 404,Adventure,2020-08-21,7.1,2457103,2096.0
405,Movie 405,"Thriller, Romance, Family",2017-03-13,7.1,1335294,425.7
406,Movie 406,"Action, Adventure, Animation",2016-01-06,8.1,1026501,1937.0
407,Movie 407,Animation,1989-06-24,6.3,1554627,2948.0
408,Movie 408,Drama,2022-11-24,9.1,1973301,83.6
409,Movie 409,Romance,1984-06-09,8.8,105373,192.0
410,Movie 410,"Adventure, Comedy",2006-08-13,7.2,1674321,349.2
411,Movie 411,"Romance, Comedy",2008-02-26,9.0,1336936,109.2
412,Movie 412,"Drama, Family",2001-03-13,6.6,414582,1663.8
413,Movie 413,Thriller,2018-10-16,8.5,1909101,2830.2
414,Movie 414,Adventure,1990-01-04,7.2,896851,1257.4
415,Movie 415,"Family, Sci-Fi, Thriller",1998-05-08,6.3,1747951,1736.7
416,Movie 416,"Comedy, Action",2003-01-14,6.3,2114643,639.0
417,Movie 417,Romance,1990-11-10,9.4,2086299,2539.1
418,Movie 418,"Adventure, Animation",2011-11-09,6.3,2382229,1193.2
419,Movie 419,"Adventure, Thriller",1991-08-02,6.9,2050594,827.0
420,Movie 420,"Action, Comedy",2022-02-03,8.3,2371001,1271.3
421,Movie 421,"Romance, Action, Adventure",2004-09-14,9.4,2091557,1739.5
422,Movie 422,Animation,1999-02-13,9.2,245661,1531.2
423,Movie 423,"Comedy, Drama, Adventure",2008-03-06,9.4,908351,422.2
424,Movie 424,"Drama, Adventure",1992-11-05,8.9,1181653,993.3
425,Movie 425,"Drama, Family, Romance",2015-07-18,7.1,1258470,1583.1
426,Movie 426,Family,2006-02-14,6.5,2476467,1784.4
427,Movie 427,Drama,2016-02-26,7.0,2346609,2646.4
428,Movie 428,"Sci-Fi, Adventure",2021-08-19,8.1,257142,558.0
429,Movie 429,"Comedy, Adventure",1982-07-11,8.4,306741,2250.0
430,Movie 430,"Thriller, Action",2001-05-10,7.0,2162000,2581.8
431,Movie 431,"Drama, Romance, Family",1999-12-15,8.7,1445819,844.8
432,Movie 432,"Drama, Romance",2008-04-27,7.4,2131973,2290.5
433,Movie 433,"Action, Comedy",1984-05-23,7.8,668956,2352.5
434,Movie 434,"Action, Comedy, Drama",1992-01-08,6.1,312060,2758.2
435,Movie 435,"Romance, Sci-Fi, Comedy",2009-09-13,8.2,619560,2059.5
436,Movie 436,Thriller,2011-10-15,6.6,2090542,1781.3
437,Movie 437,"Thriller, Comedy",1996-12-27,8.4,1295667,131.0
438,Movie 438,Comedy,2016-04-28,6.8,1044188,2049.2
439,Movie 439,"Adventure, Action",2023-01-16,9.2,826456,1823.4
440,Movie 440,Romance,1996-10-26,9.3,1255021,1300.2
441,Movie 441,"Thriller, Animation",1996-04-15,7.1,2283713,2481.7
442,Movie 442,"Drama, Action",2012-11-27,8.9,2454921,1959.7
443,Movie 443,"Sci-Fi, Family, Thriller",1986-08-03,7.2,1259654,1939.8
444,Movie 444,"Sci-Fi, Family",1992-03-17,8.7,338130,2426.0
445,Movie 445,"Adventure, Thriller, Animation",1988-12-01,8.3,1339855,815.3
446,Movie 446,"Adventure, Family",1982-10-23,9.5,896561,1062.3
447,Movie 447,"Romance, Animation, Thriller",2002-09-10,9.0,2441462,584.4
448,Movie 448,Animation,1988-12-09,8.5,2444748,2300.6
449,Movie 449,Thriller,2021-02-08,7.2,1388008,1290.4
450,Movie 450,"Thriller, Sci-Fi",2017-05-15,9.0,2073573,208.3
451,Movie 451,"Drama, Animation, Family",2012-02-28,8.4,2322303,930.1
452,Movie 452,Comedy,1988-04-11,7.4,2488251,2683.9
453,Movie 453,"Comedy, Thriller",1991-02-16,7.2,841654,974.6
454,Movie 454,Action,2008-05-07,8.7,807183,1750.0
455,Movie 455,Animation,1985-03-20,7.5,1901074,1240.0
456,Movie 456,"Adventure, Action",1982-09-07,8.6,159043,2681.4
457,Movie 457,"Romance, Action, Thriller",1980-11-24,6.9,1544307,970.7
458,Movie 458,Adventure,2012-10-10,6.6,291756,929.7
459,Movie 459,"Animation, Thriller",2007-11-05,7.2,2155958,1109.8
460,Movie 460,Comedy,2005-01-08,6.8,650316,673.0
461,Movie 461,Family,1990-02-12,8.5,256713,1156.8
462,Movie 462,"Sci-Fi, Action, Family",1983-11-04,8.3,182802,192.3
463,Movie 463,Adventure,2008-07-04,7.9,2089762,2120.5
464,Movie 464,Action,1999-07-22,6.4,2282335,846.4
465,Movie 465,"Comedy, Adventure, Animation",1986-09-24,8.2,1285758,386.3
466,Movie 466,Animation,1992-10-07,8.7,2294233,2920.7
467,Movie 467,"Adventure, Sci-Fi",1990-01-18,7.7,971131,2080.2
468,Movie 468,"Thriller, Romance",1980-01-22,6.3,563180,2513.9
469,Movie 469,"Animation, Comedy, Action",2012-02-24,8.5,1173289,1950.8
470,Movie 470,"Sci-Fi, Family",2009-01-04,8.8,265442,2564.1
471,Movie 471,"Thriller, Adventure",1987-02-28,8.7,292472,78.5
472,Movie 472,Comedy,2001-06-15,9.3,1225371,2641.5
473,Movie 473,Thriller,2001-03-04,7.4,2014862,851.9
474,Movie 474,"Animation, Adventure",2021-03-04,6.5,345980,2945.6
475,Movie 475,Drama,2006-10-16,8.8,1937788,584.7
476,Movie 476,"Thriller, Action",2023-12-05,7.7,2147335,383.2
477,Movie 477,"Animation, Action",1984-05-21,7.1,2301245,2314.2
478,Movie 478,"Romance, Thriller, Sci-Fi",2013-12-23,8.2,1915495,2002.1
479,Movie 479,Animation,2002-11-22,8.2,723501,2525.1
480,Movie 480,"Action, Family, Thriller",1990-09-28,7.6,2179682,2614.8
481,Movie 481,Animation,2000-04-11,9.4,311186,1545.4
482,Movie 482,"Adventure, Family, Animation",1995-02-15,7.6,1979461,309.7
483,Movie 483,"Animation, Thriller",1987-08-24,8.3,530517,1240.1
484,Movie 484,Family,2015-01-27,6.3,1377576,2675.8
485,Movie 485,"Romance, Animation, Comedy",2003-01-27,6.8,2006143,1029.3
486,Movie 486,"Animation, Thriller, Family",2008-02-04,8.7,1030074,56.5
487,Movie 487,"Sci-Fi, Thriller",1986-01-06,7.7,1816354,365.5
488,Movie 488,"Romance, Family, Action",2005-04-15,8.9,899345,2164.5
489,Movie 489,Adventure,1982-11-27,8.4,616818,2327.8
490,Movie 490,"Animation, Comedy",2011-01-17,8.6,2420399,2809.2
491,Movie 491,"Animation, Comedy, Thriller",2017-03-24,8.9,534336,1192.8
492,Movie 492,"Thriller, Adventure, Romance",2018-12-25,6.9,1768787,2892.6
493,Movie 493,"Animation, Comedy",1988-07-20,8.5,2248719,931.8
494,Movie 494,"Family, Thriller, Animation",2015-11-07,6.7,1318778,2075.5
495,Movie 495,"Comedy, Family, Sci-Fi",2014-12-21,7.1,584044,2294.3
496,Movie 496,"Animation, Adventure, Thriller",2014-05-28,7.5,153563,1592.1
497,Movie 497,Adventure,1989-01-22,6.2,1219788,2263.0
498,Movie 498,Sci-Fi,2023-05-05,8.9,1337909,651.8
499,Movie 499,"Action, Thriller, Adventure",2008-02-20,9.0,2456716,2601.3
500,Movie 500,"Family, Adventure, Drama",2012-12-10,8.4,297047,2783.1
501,Movie 501,"Adventure, Thriller",2015-01-01,8.6,951809,1880.7
502,Movie 502,"Romance, Thriller",2017-09-24,8.1,911588,917.8
503,Movie 503,Drama,1991-03-24,7.8,1682084,169.9
504,Movie 504,"Family, Sci-Fi",1988-03-19,9.0,123677,1025.2
505,Movie 505,"Comedy, Action, Drama",2000-10-02,8.7,1363134,1497.1
506,Movie 506,"Family, Thriller, Action",2000-09-08,9.3,2283581,251.1
507,Movie 507,"Comedy, Adventure, Sci-Fi",2014-07-03,7.2,994870,2006.8
508,Movie 508,"Thriller, Sci-Fi",1993-10-17,7.7,2454408,2479.9
509,Movie 509,"Action, Drama, Thriller",2002-08-08,9.2,1122685,2878.7
510,Movie 510,"Thriller, Adventure, Animation",1987-07-09,7.9,1286270,122.9
511,Movie 511,"Thriller, Animation, Romance",1982-05-21,6.7,2255430,292.9
512,Movie 512,Comedy,2014-09-01,8.2,984081,2027.5
513,Movie 513,Adventure,1986-04-18,8.9,1925519,1957.4
514,Movie 514,Comedy,1981-08-23,7.2,467089,266.1
515,Movie 515,Sci-Fi,2015-02-19,8.9,1184848,1252.5
516,Movie 516,"Adventure, Family",2000-01-13,8.4,2343257,67.4
517,Movie 517,"Drama, Action, Thriller",1984-06-17,6.4,1363956,1839.4
518,Movie 518,"Animation, Adventure",2005-11-01,7.7,2337525,698.6
519,Movie 519,"Adventure, Sci-Fi, Thriller",1989-05-22,9.1,1665022,2874.3
520,Movie 520,Family,2015-03-04,6.1,1752898,1634.6
521,Movie 521,Sci-Fi,1993-12-24,9.2,1542218,674.6
522,Movie 522,"Family, Comedy, Drama",1991-04-20,8.9,915063,388.1
523,Movie 523,"Action, Animation, Thriller",2015-02-10,8.4,1151460,339.7
524,Movie 524,"Animation, Thriller, Comedy",1988-11-21,6.8,1295951,1877.6
525,Movie 525,Thriller,2011-08-11,8.2,1382095,2095.7
526,Movie 526,Thriller,2000-07-06,6.0,1132533,2367.7
527,Movie 527,"Adventure, Sci-Fi, Family",2003-03-22,8.6,2113072,1415.4
528,Movie 528,"Sci-Fi, Animation",2015-02-06,8.3,443822,2533.3
529,Movie 529,Family,1992-05-24,9.1,420706,2195.9
530,Movie 530,Family,2020-01-27,8.0,1799257,2319.1
531,Movie 531,Action,2015-05-18,9.1,2363569,1442.7
532,Movie 532,Thriller,2005-04-25,8.1,1320538,444.9
533,Movie 533,"Family, Drama, Romance",2003-09-01,8.3,795598,2283.8
534,Movie 534,Animation,1990-03-19,9.3,713203,2221.0
535,Movie 535,"Thriller, Action",1994-08-08,6.2,1649523,740.4
536,Movie 536,"Romance, Thriller, Family",2010-08-02,6.1,1459252,354.5
537,Movie 537,"Sci-Fi, Family, Animation",2014-10-06,7.3,1687621,1127.6
538,Movie 538,"Drama, Sci-Fi, Romance",1994-09-13,7.2,1547170,1486.2
539,Movie 539,"Action, Comedy",2008-03-08,6.3,1277800,674.0
540,Movie 540,Comedy,2003-10-23,8.9,1066142,1273.1
541,Movie 541,"Drama, Animation",2023-08-16,6.7,776315,1959.4
542,Movie 542,"Action, Romance",1982-03-19,8.1,665073,1907.1
543,Movie 543,Comedy,1983-03-09,9.2,2266948,2876.8
544,Movie 544,"Action, Sci-Fi, Family",1993-08-20,9.5,2120263,553.2
545,Movie 545,"Comedy, Family",2019-11-17,6.9,1537267,2770.9
546,Movie 546,"Drama, Romance, Animation",2004-03-04,6.1,2292410,2585.8
547,Movie 547,"Adventure, Comedy, Sci-Fi",1986-03-16,9.2,263731,2639.4
548,Movie 548,"Family, Drama, Action",2010-11-05,9.2,2361929,2491.2
549,Movie 549,"Adventure, Family, Comedy",1982-12-17,7.5,2122172,2379.2
550,Movie 550,"Thriller, Drama",2007-03-09,7.7,1075229,2734.8
551,Movie 551,Sci-Fi,2018-09-14,6.9,122940,2142.0
552,Movie 552,Family,1987-09-01,7.3,961588,2078.9
553,Movie 553,"Adventure, Thriller",1986-03-14,8.3,1163812,820.8
554,Movie 554,"Adventure, Thriller, Sci-Fi",1997-11-13,8.6,1833204,1678.7
555,Movie 555,"Animation, Comedy, Family",2015-09-16,6.9,1386196,1754.1
556,Movie 556,"Adventure, Comedy, Family",2022-02-24,6.8,778617,345.8
557,Movie 557,"Adventure, Thriller, Family",2015-10-23,8.4,318325,524.2
558,Movie 558,"Action, Drama, Adventure",1989-08-20,7.5,368772,826.1
559,Movie 559,"Drama, Action",2004-07-20,8.3,1301539,2149.2
560,Movie 560,"Action, Comedy, Thriller",2011-08-01,6.7,2273292,893.7
561,Movie 561,Family,2013-12-08,8.2,251251,1111.2
562,Movie 562,"Action, Comedy, Family",1997-07-12,8.3,1800584,1778.9
563,Movie 563,"Action, Drama, Family",2015-05-24,8.9,1560017,1075.1
564,Movie 564,"Romance, Family",2009-07-19,6.0,834149,1251.0
565,Movie 565,Family,1984-09-10,7.2,590771,2418.7
566,Movie 566,"Family, Sci-Fi",2008-07-19,7.7,1120361,2284.5
567,Movie 567,"Animation, Action",2010-02-09,6.2,1024350,2046.9
568,Movie 568,Thriller,2006-06-17,7.9,1204568,782.4
569,Movie 569,Adventure,2023-12-27,7.2,2425957,2797.6
570,Movie 570,"Thriller, Family",1993-10-09,6.6,897620,1522.0
571,Movie 571,Romance,1995-05-07,6.8,1147298,2517.2
572,Movie 572,"Comedy, Drama",1987-02-22,9.3,2166386,1860.8
573,Movie 573,"Action, Animation, Comedy",2019-06-16,9.1,1252313,1497.9
574,Movie 574,"Sci-Fi, Adventure, Drama",2016-03-02,7.8,1874928,1461.0
575,Movie 575,"Action, Thriller, Romance",2023-03-15,9.4,2273509,1407.2
576,Movie 576,"Action, Family, Thriller",1993-07-19,6.4,1616670,1857.7
577,Movie 577,"Comedy, Sci-Fi",1995-05-16,9.4,1539050,1129.5
578,Movie 578,"Adventure, Romance",2006-12-25,7.3,1780207,874.9
579,Movie 579,Comedy,2016-11-08,8.8,1232248,2422.1
580,Movie 580,"Adventure, Family, Drama",1989-12-05,7.7,140862,571.0
581,Movie 581,"Comedy, Thriller",2011-05-09,8.0,2481670,190.7
582,Movie 582,Comedy,1983-04-27,6.9,503919,1377.1
583,Movie 583,"Sci-Fi, Thriller",2003-09-18,9.3,1180934,1065.2
584,Movie 584,"Drama, Thriller",2023-10-07,8.0,2358373,564.9
585,Movie 585,"Thriller, Family",2023-09-16,8.7,1974560,2674.4
586,Movie 586,"Sci-Fi, Animation",2020-03-28,6.6,1515109,1294.4
587,Movie 587,"Adventure, Drama, Action",1990-06-08,7.1,1322037,2145.8
588,Movie 588,"Adventure, Sci-Fi, Romance",2003-12-19,7.8,1988647,1271.3
589,Movie 589,Action,1988-12-08,8.3,435815,671.2
590,Movie 590,"Drama, Family",1984-08-18,6.2,1765191,1595.7
591,Movie 591,Drama,1996-10-05,6.3,1735133,962.6
592,Movie 592,Sci-Fi,2008-11-05,6.5,815581,134.3
593,Movie 593,"Thriller, Family, Adventure",2010-08-28,7.9,1242588,1668.2
594,Movie 594,Family,1991-10-20,7.6,2465522,1333.2
595,Movie 595,"Family, Sci-Fi, Comedy",2010-09-08,8.8,1953296,958.2
596,Movie 596,"Sci-Fi, Comedy",1999-01-01,7.8,671685,1064.5
597,Movie 597,"Family, Action",2011-08-10,6.0,1905376,2404.0
598,Movie 598,"Romance, Action, Sci-Fi",2003-04-14,9.1,1933356,1214.5
599,Movie 599,Adventure,2004-04-09,6.3,1104795,1574.0
600,Movie 600,"Sci-Fi, Family, Thriller",2014-05-14,6.7,387158,588.1
601,Movie 601,"Drama, Animation",2019-08-09,8.5,2163580,604.0
602,Movie 602,Comedy,1983-09-01,6.7,528966,882.2
603,Movie 603,Animation,1980-04-03,6.5,2170222,690.7
604,Movie 604,"Sci-Fi, Animation",2003-08-23,8.8,1485163,286.7
605,Movie 605,Action,1997-07-03,7.9,861701,617.0
606,Movie 606,"Adventure, Action",1987-12-08,7.3,1957912,779.1
607,Movie 607,Romance,2009-12-25,6.3,974290,1444.8
608,Movie 608,"Sci-Fi, Thriller, Drama",2020-12-02,8.6,2405105,1586.7
609,Movie 609,"Animation, Sci-Fi",1992-06-02,9.0,1013470,2921.2
610,Movie 610,Adventure,2000-01-06,8.8,601846,1217.6
611,Movie 611,Action,1982-10-26,8.4,750083,1145.6
612,Movie 612,Romance,1990-08-03,8.4,1519445,2796.0
613,Movie 613,"Action, Family, Comedy",2021-03-23,7.9,550433,421.2
614,Movie 614,Thriller,2015-11-25,7.2,1940120,2212.9
615,Movie 615,Adventure,2002-12-05,6.9,265626,1481.6
616,Movie 616,"Family, Sci-Fi",2014-12-16,6.7,882769,1653.7
617,Movie 617,"Animation, Sci-Fi",2018-09-06,6.2,750223,1375.7
618,Movie 618,"Family, Thriller",2009-01-25,8.2,1689823,2214.3
619,Movie 619,Thriller,2019-04-11,8.5,2360547,2466.2
620,Movie 620,Family,2023-08-25,7.9,1287529,1001.7
621,Movie 621,"Thriller, Drama, Action",2013-11-03,6.2,644312,577.0
622,Movie 622,Romance,1986-08-07,6.3,2494998,1943.2
623,Movie 623,"Animation, Sci-Fi",1983-06-08,8.1,397266,88.6
624,Movie 624,Animation,1985-08-26,8.2,1613833,1696.2
625,Movie 625,"Thriller, Action",2019-05-17,6.1,395229,2511.6
626,Movie 626,Romance,2013-02-04,8.5,2329948,1186.7
627,Movie 627,Family,2022-04-19,8.2,850352,1697.3
628,Movie 628,"Adventure, Drama, Family",2020-10-12,8.4,1891282,2654.3
629,Movie 629,Comedy,2015-07-17,7.2,763440,1625.0
630,Movie 630,"Animation, Thriller, Comedy",2015-06-28,7.3,1906017,2487.2
631,Movie 631,"Romance, Family",2004-09-24,6.9,1997517,1370.1
632,Movie 632,"Action, Family",1998-10-01,7.8,1366015,69.4
633,Movie 633,Romance,2000-01-25,8.9,1257448,2761.4
634,Movie 634,"Family, Comedy, Action",1982-08-12,6.5,1211440,1132.9
635,Movie 635,"Romance, Family, Comedy",1999-02-19,7.4,1011998,2216.1
636,Movie 636,"Thriller, Animation, Drama",2011-12-23,8.0,499985,1805.9
637,Movie 637,"Action, Adventure",1985-01-25,7.2,1921604,1278.7
638,Movie 638,Romance,2021-10-01,8.2,1704266,209.7
639,Movie 639,"Action, Thriller, Sci-Fi",2016-03-11,7.8,1026090,501.9
640,Movie 640,"Adventure, Animation, Family",2018-10-17,6.3,1911669,904.9
641,Movie 641,"Comedy, Family",2001-02-16,8.0,306825,1667.0
642,Movie 642,"Drama, Adventure",2012-07-25,8.4,665688,1468.7
643,Movie 643,Animation,2005-11-19,6.7,2298854,776.4
644,Movie 644,Sci-Fi,2007-06-22,9.2,475787,382.0
645,Movie 645,"Adventure, Thriller",2002-04-11,7.2,201530,2320.6
646,Movie 646,Thriller,2019-08-20,6.5,288230,2776.4
647,Movie 647,Romance,2023-06-05,8.7,459931,381.5
648,Movie 648,Romance,2019-03-28,8.9,1306638,90.5
649,Movie 649,"Drama, Sci-Fi, Romance",2010-01-11,6.7,2356558,675.0
650,Movie 650,"Family, Sci-Fi, Animation",2010-10-24,9.5,177127,1161.0
651,Movie 651,"Family, Action, Comedy",1990-01-10,6.7,1237836,206.6
652,Movie 652,"Action, Drama, Romance",2022-05-22,9.0,1610868,2599.6
653,Movie 653,Sci-Fi,2021-07-08,9.4,2232972,2931.0
654,Movie 654,Thriller,2011-10-18,6.3,934143,1526.9
655,Movie 655,"Family, Action",1982-04-17,7.1,2154927,1210.5
656,Movie 656,Action,2002-11-12,7.2,1368048,746.8
657,Movie 657,"Sci-Fi, Action, Thriller",1996-07-27,9.5,2427584,2849.9
658,Movie 658,Comedy,2001-07-22,6.5,1703092,1586.1
659,Movie 659,"Romance, Adventure, Drama",2016-03-14,9.4,1481120,1375.0
660,Movie 660,Romance,2021-03-19,7.9,948550,2594.6
661,Movie 661,"Family, Comedy",2007-03-21,9.3,762901,986.6
662,Movie 662,"Family, Drama, Animation",2000-03-24,6.1,1436672,2646.4
663,Movie 663,"Adventure, Sci-Fi",2008-12-27,9.1,1248384,498.3
664,Movie 664,Drama,1988-03-01,8.7,1219302,1836.5
665,Movie 665,"Romance, Family, Drama",2023-01-12,6.3,2099014,445.6
666,Movie 666,"Animation, Thriller, Drama",2004-08-16,6.5,910590,717.5
667,Movie 667,"Action, Sci-Fi",2006-04-24,8.3,950745,2285.4
668,Movie 668,Comedy,2008-10-16,8.4,2019082,2668.4
669,Movie 669,"Adventure, Action",2018-12-27,7.3,1412387,1212.7
670,Movie 670,"Family, Action, Sci-Fi",1986-08-15,8.9,277905,2639.5
671,Movie 671,Family,2014-07-24,6.1,1724864,1572.6
672,Movie 672,"Action, Romance, Comedy",2008-07-10,8.7,1299212,1411.0
673,Movie 673,"Sci-Fi, Action",2013-03-15,8.9,1994559,316.8
674,Movie 674,"Drama, Comedy, Adventure",2017-12-18,6.5,1834593,1004.2
675,Movie 675,Comedy,2009-10-23,9.1,2007079,316.0
676,Movie 676,"Comedy, Drama",1985-02-23,7.6,1622294,301.7
677,Movie 677,"Adventure, Comedy, Romance",2015-07-02,8.7,1505901,1718.2
678,Movie 678,"Comedy, Family, Adventure",1989-03-25,8.5,1859853,958.8
679,Movie 679,"Animation, Sci-Fi, Thriller",1991-02-05,9.4,114818,1886.6
680,Movie 680,"Action, Animation",2011-08-18,8.8,2169749,751.7
681,Movie 681,"Animation, Family, Romance",2008-02-20,8.1,1126401,2652.4
682,Movie 682,"Family, Romance",1983-03-05,6.2,1563895,158.3
683,Movie 683,Sci-Fi,2001-02-02,6.4,847627,525.9
684,Movie 684,"Family, Comedy",2009-12-19,7.3,250324,324.7
685,Movie 685,"Thriller, Family",2004-02-25,7.5,2408843,241.5
686,Movie 686,"Comedy, Drama",1997-06-17,7.4,980155,2102.7
687,Movie 687,"Action, Drama, Sci-Fi",2020-09-03,7.7,1304550,1309.8
688,Movie 688,"Sci-Fi, Thriller",1988-10-19,7.7,2187677,1502.9
689,Movie 689,Romance,1998-04-01,6.4,2049871,1895.1
690,Movie 690,Romance,2019-07-14,6.2,1566538,1703.2
691,Movie 691,"Romance, Action, Thriller",1992-12-10,6.9,384525,957.9
692,Movie 692,"Family, Thriller, Adventure",1980-02-22,7.2,1761151,2187.0
693,Movie 693,"Action, Comedy, Drama",2001-06-22,7.7,2090199,2401.9
694,Movie 694,"Comedy, Animation, Drama",2020-08-28,7.9,1505551,1414.3
695,Movie 695,"Action, Sci-Fi",2016-12-22,7.1,2347666,105.2
696,Movie 696,"Thriller, Family, Action",1989-05-27,6.1,1673873,1898.2
697,Movie 697,Adventure,1991-10-04,9.0,1393025,2130.5
698,Movie 698,"Action, Sci-Fi",2006-02-16,9.1,1658534,1383.1
699,Movie 699,"Romance, Sci-Fi",1991-02-12,8.7,947662,2744.4
700,Movie 700,"Family, Action",2010-09-05,6.7,2127828,2210.7
701,Movie 701,"Sci-Fi, Thriller, Drama",1986-09-22,9.5,960617,2187.5
702,Movie 702,"Adventure, Drama",1980-05-02,8.4,465222,1033.2
703,Movie 703,Drama,2013-11-24,7.1,1409222,1934.6
704,Movie 704,Thriller,1992-04-10,7.0,1438611,2329.7
705,Movie 705,"Drama, Sci-Fi, Family",1990-05-04,6.1,2447240,1566.5
706,Movie 706,Family,2002-09-11,6.9,1288110,1743.5
707,Movie 707,Drama,1999-10-11,7.9,312761,433.7
708,Movie 708,"Action, Drama",2004-01-03,7.5,850709,2128.8
709,Movie 709,"Animation, Thriller, Comedy",2001-04-23,8.7,2337597,281.7
710,Movie 710,"Comedy, Drama",2009-02-15,7.1,2052014,1438.1
711,Movie 711,Comedy,2019-05-12,7.4,1485495,2376.9
712,Movie 712,"Animation, Family",1981-02-16,6.4,2107612,1410.7
713,Movie 713,Sci-Fi,2002-10-19,6.4,531728,1246.8
714,Movie 714,"Drama, Thriller, Sci-Fi",2021-02-26,7.1,2033468,1232.4
715,Movie 715,"Romance, Family",2015-03-16,7.3,1529058,664.3
716,Movie 716,"Adventure, Family, Sci-Fi",2001-09-23,6.8,426712,2231.1
717,Movie 717,"Animation, Drama, Sci-Fi",2018-08-11,7.9,1967372,569.7
718,Movie 718,"Drama, Family",2023-10-25,8.9,1473249,1508.2
719,Movie 719,"Action, Drama, Animation",1988-10-25,8.2,100773,2283.4
720,Movie 720,"Comedy, Animation, Sci-Fi",1998-07-20,8.0,920685,656.7
721,Movie 721,"Sci-Fi, Family",2007-12-12,9.5,134054,1853.9
722,Movie 722,"Adventure, Comedy, Family",1998-01-12,9.2,322832,52.5
723,Movie 723,"Thriller, Drama, Adventure",1998-01-08,7.5,1753681,1894.4
724,Movie 724,"Adventure, Family, Romance",2007-09-07,8.3,2091755,460.3
725,Movie 725,"Adventure, Thriller, Family",2006-03-10,9.5,626591,446.1
726,Movie 726,Action,1989-12-16,8.3,669484,299.8
727,Movie 727,"Adventure, Animation, Family",2018-07-20,6.6,2236641,1301.2
728,Movie 728,"Adventure, Thriller",1994-03-14,8.1,2189421,2548.1
729,Movie 729,Family,1997-07-18,8.0,240349,2935.8
730,Movie 730,"Animation, Thriller, Action",2017-08-23,6.3,2307915,2951.6
731,Movie 731,"Animation, Drama",2013-10-03,6.9,427499,2068.0
732,Movie 732,"Sci-Fi, Action, Comedy",2014-01-16,7.6,2068103,1743.2
733,Movie 733,"Adventure, Thriller",1998-05-06,6.1,1375365,2194.6
734,Movie 734,"Sci-Fi, Action, Thriller",2010-10-06,8.0,1323701,2436.2
735,Movie 735,"Action, Sci-Fi, Romance",1985-03-17,6.3,1265382,793.6
736,Movie 736,"Sci-Fi, Family, Adventure",1996-01-24,6.4,832383,2734.9
737,Movie 737,"Comedy, Animation, Family",1991-05-26,8.5,2133895,583.4
738,Movie 738,"Action, Thriller, Family",1989-10-27,6.5,2180157,2270.6
739,Movie 739,"Adventure, Romance",2022-08-24,8.2,984397,1754.4
740,Movie 740,"Action, Sci-Fi",1987-01-06,7.6,2097461,939.0
741,Movie 741,"Family, Romance, Animation",2023-12-13,7.7,708802,1614.8
742,Movie 742,"Action, Sci-Fi",2008-07-22,7.1,2324044,2064.5
743,Movie 743,Drama,2014-11-12,9.3,1911041,1850.9
744,Movie 744,"Sci-Fi, Thriller, Comedy",1997-02-09,8.3,1740617,1410.3
745,Movie 745,"Romance, Family, Sci-Fi",2001-11-23,9.5,1413948,1665.5
