order_id,product,quantity,price,total_sales,order_date,customer_id,region
ORD0336,Smartwatch,2,1000,2000,2024-01-25 12:31:38.769432,CUST188,South
ORD0337,Monitor,1,1500,1500,2024-09-06 12:31:38.769435,CUST207,South
ORD0338,Laptop,3,1500,4500,2024-06-12 12:31:38.769437,CUST188,East
ORD0339,Monitor,3,500,1500,2024-11-04 12:31:38.769440,CUST24,South
ORD0340,Tablet,1,700,700,2024-03-19 12:31:38.769443,CUST206,East
ORD0341,Smartphone,4,500,2000,2024-08-31 12:31:38.769447,CUST27,South
ORD0342,Monitor,4,700,2800,2024-03-14 12:31:38.769449,CUST292,North
ORD0343,Laptop,1,200,200,2024-03-06 12:31:38.769452,CUST288,South
ORD0344,Laptop,2,500,1000,2024-12-15 12:31:38.769455,CUST100,South
ORD0345,Smartphone,3,700,2100,2024-02-22 12:31:38.769458,CUST186,East
ORD0346,Laptop,4,500,2000,2024-11-24 12:31:38.769461,CUST284,South
ORD0347,Smartwatch,4,700,2800,2024-06-04 12:31:38.769464,CUST148,North
ORD0348,Monitor,1,700,700,2024-02-03 12:31:38.769467,CUST38,East
ORD0349,Monitor,3,1500,4500,2024-03-12 12:31:38.769470,CUST198,West
ORD0350,Tablet,2,1000,2000,2024-03-21 12:31:38.769473,CUST259,West
ORD0351,Headphones,4,1500,6000,2024-04-12 12:31:38.769477,CUST231,South
ORD0352,Headphones,1,200,200,2024-07-27 12:31:38.769479,CUST282,South
ORD0353,Monitor,1,500,500,2024-08-24 12:31:38.769481,CUST144,West
ORD0354,Monitor,3,1000,3000,2024-09-22 12:31:38.769486,CUST61,East
ORD0355,Tablet,1,1500,1500,2024-01-28 12:31:38.769490,CUST66,West
ORD0356,Smartwatch,2,200,400,2024-07-28 12:31:38.769493,CUST50,East
ORD0357,Smartphone,3,1000,3000,2024-09-04 12:31:38.769496,CUST202,South
ORD0358,Tablet,4,1000,4000,2024-08-22 12:31:38.769498,CUST192,East
ORD0359,Smartphone,1,700,700,2024-06-16 12:31:38.769501,CUST174,West
ORD0360,Headphones,3,1000,3000,2024-10-29 12:31:38.769504,CUST286,East
ORD0361,Tablet,3,1500,4500,2024-01-27 12:31:38.769507,CUST188,South
ORD0362,Tablet,2,1000,2000,2024-02-09 12:31:38.769509,CUST74,West
ORD0363,Smartphone,3,500,1500,2024-08-04 12:31:38.769512,CUST102,West
ORD0364,Smartwatch,1,500,500,2024-05-15 12:31:38.769515,CUST261,West
ORD0365,Monitor,2,1500,3000,2024-07-27 12:31:38.769518,CUST206,North
ORD0366,Laptop,1,500,500,2024-11-28 12:31:38.769520,CUST257,East
ORD0367,Tablet,4,1500,6000,2024-12-31 12:31:38.769524,CUST21,South
ORD0368,Smartphone,2,1500,3000,2024-05-15 12:31:38.769526,CUST24,North
ORD0369,Smartwatch,3,1000,3000,2024-02-21 12:31:38.769529,CUST20,East
ORD0370,Smartwatch,2,200,400,2024-03-22 12:31:38.769532,CUST71,West
ORD0371,Smartphone,4,500,2000,2024-11-14 12:31:38.769535,CUST171,North
ORD0372,Laptop,3,1500,4500,2024-11-28 12:31:38.769538,CUST243,West
ORD0373,Laptop,2,500,1000,2024-04-04 12:31:38.769541,CUST266,North
ORD0374,Smartphone,4,1500,6000,2024-09-17 12:31:38.769544,CUST234,East
ORD0375,Smartphone,4,500,2000,2024-04-20 12:31:38.769547,CUST77,South
ORD0376,Monitor,4,1500,6000,2024-08-22 12:31:38.769550,CUST264,East
ORD0377,Tablet,2,1000,2000,2024-10-29 12:31:38.769553,CUST72,East
ORD0378,Tablet,3,1500,4500,2024-07-10 12:31:38.769556,CUST168,North
ORD0379,Smartphone,1,500,500,2024-11-30 12:31:38.769559,CUST164,East
ORD0380,Smartphone,4,500,2000,2024-09-01 12:31:38.769562,CUST84,West
ORD0381,Smartphone,4,200,800,2024-06-29 12:31:38.769565,CUST202,South
ORD0382,Laptop,3,500,1500,2024-08-12 12:31:38.769568,CUST154,North
ORD0383,Monitor,4,1500,6000,2024-10-16 12:31:38.769571,CUST173,North
ORD0384,Monitor,4,1000,4000,2024-05-25 12:31:38.769574,CUST260,West
ORD0385,Headphones,3,700,2100,2024-04-01 12:31:38.769576,CUST261,South
ORD0386,Monitor,2,500,1000,2024-01-10 12:31:38.769580,CUST273,West
ORD0387,Smartphone,3,500,1500,2024-08-03 12:31:38.769582,CUST251,East
ORD0388,Smartwatch,1,1000,1000,2024-02-26 12:31:38.769585,CUST289,East
ORD0389,Smartphone,4,700,2800,2024-02-05 12:31:38.769590,CUST154,West
ORD0390,Headphones,2,1000,2000,2024-04-09 12:31:38.769594,CUST244,West
ORD0391,Smartphone,3,1000,3000,2024-12-31 12:31:38.769597,CUST9,East
ORD0392,Headphones,4,200,800,2024-01-29 12:31:38.769599,CUST189,North
ORD0393,Headphones,4,700,2800,2024-03-27 12:31:38.769603,CUST170,East
ORD0394,Monitor,4,700,2800,2024-08-04 12:31:38.769607,CUST57,North
ORD0395,Smartphone,3,200,600,2024-01-31 12:31:38.769610,CUST214,East
ORD0396,Tablet,4,700,2800,2024-11-12 12:31:38.769613,CUST299,South
ORD0397,Smartwatch,1,1000,1000,2024-10-28 12:31:38.769616,CUST158,North
ORD0398,Laptop,3,500,1500,2024-08-22 12:31:38.769619,CUST14,North
ORD0399,Laptop,1,200,200,2024-11-06 12:31:38.769622,CUST243,South
ORD0400,Smartphone,3,200,600,2024-11-11 12:31:38.769625,CUST136,East
ORD0401,Headphones,1,500,500,2024-03-27 12:31:38.769628,CUST297,North
ORD0402,Laptop,1,700,700,2024-10-17 12:31:38.769633,CUST296,South
ORD0403,Tablet,3,200,600,2024-08-18 12:31:38.769636,CUST117,West
ORD0404,Smartwatch,2,500,1000,2024-08-13 12:31:38.769639,CUST27,West
ORD0405,Tablet,4,1000,4000,2024-03-01 12:31:38.769642,CUST299,East
ORD0406,Tablet,3,500,1500,2024-09-19 12:31:38.769645,CUST246,North
ORD0407,Monitor,3,500,1500,2024-07-13 12:31:38.769648,CUST88,South
ORD0408,Tablet,3,700,2100,2024-09-22 12:31:38.769651,CUST269,West
ORD0409,Tablet,3,200,600,2024-01-19 12:31:38.769654,CUST195,West
ORD0410,Tablet,1,500,500,2024-02-15 12:31:38.769657,CUST76,West
ORD0411,Headphones,2,200,400,2024-08-22 12:31:38.769660,CUST125,East
ORD0412,Smartphone,2,200,400,2024-04-21 12:31:38.769663,CUST17,South
ORD0413,Tablet,4,200,800,2024-04-29 12:31:38.769666,CUST294,South
ORD0414,Headphones,3,700,2100,2024-08-29 12:31:38.769670,CUST57,North
ORD0415,Smartphone,2,1000,2000,2024-12-09 12:31:38.769673,CUST98,South
ORD0416,Tablet,3,700,2100,2024-11-18 12:31:38.769676,CUST10,North
ORD0417,Headphones,2,700,1400,2024-02-15 12:31:38.769679,CUST226,South
ORD0418,Monitor,2,500,1000,2024-06-02 12:31:38.769681,CUST161,East
ORD0419,Monitor,1,1500,1500,2024-08-16 12:31:38.769683,CUST215,West
ORD0420,Tablet,3,1500,4500,2024-12-13 12:31:38.769686,CUST78,North
ORD0421,Monitor,4,500,2000,2025-01-03 12:31:38.769689,CUST212,West
ORD0422,Smartwatch,1,500,500,2024-07-18 12:31:38.769692,CUST105,East
ORD0423,Laptop,3,200,600,2024-10-30 12:31:38.769694,CUST211,South
ORD0424,Smartphone,4,200,800,2024-02-13 12:31:38.769697,CUST257,North
ORD0425,Monitor,4,500,2000,2024-08-23 12:31:38.769700,CUST242,East
ORD0426,Tablet,2,1500,3000,2024-10-14 12:31:38.769703,CUST32,North
ORD0427,Smartphone,4,500,2000,2024-05-23 12:31:38.769706,CUST71,South
ORD0428,Headphones,3,500,1500,2024-03-28 12:31:38.769708,CUST266,West
ORD0429,Laptop,3,700,2100,2024-01-09 12:31:38.769711,CUST107,North
ORD0430,Headphones,4,500,2000,2024-05-31 12:31:38.769714,CUST288,East
ORD0431,Headphones,2,1000,2000,2024-03-23 12:31:38.769717,CUST167,West
ORD0432,Tablet,4,1500,6000,2024-12-31 12:31:38.769720,CUST245,North
ORD0433,Tablet,2,1500,3000,2024-11-08 12:31:38.769723,CUST270,South
ORD0434,Laptop,1,1500,1500,2024-11-27 12:31:38.769725,CUST193,South
ORD0435,Monitor,2,700,1400,2024-01-17 12:31:38.769728,CUST161,South
ORD0436,Smartwatch,2,500,1000,2024-10-20 12:31:38.769731,CUST89,North
ORD0437,Smartwatch,1,1000,1000,2024-03-31 12:31:38.769734,CUST236,North
ORD0438,Tablet,4,1500,6000,2024-12-17 12:31:38.769737,CUST273,West
ORD0439,Tablet,4,500,2000,2024-06-29 12:31:38.769740,CUST176,East
ORD0440,Laptop,1,1000,1000,2024-03-12 12:31:38.769742,CUST280,North
ORD0441,Tablet,2,1500,3000,2024-03-28 12:31:38.769745,CUST182,South
ORD0442,Monitor,3,1000,3000,2024-10-21 12:31:38.769748,CUST136,East
ORD0443,Smartwatch,4,200,800,2024-05-29 12:31:38.769751,CUST248,North
ORD0444,Smartphone,3,200,600,2024-10-31 12:31:38.769754,CUST99,North
ORD0445,Tablet,1,500,500,2024-12-14 12:31:38.769757,CUST127,West
ORD0446,Headphones,3,700,2100,2024-07-31 12:31:38.769759,CUST143,West
ORD0447,Tablet,2,500,1000,2024-07-02 12:31:38.769762,CUST286,North
ORD0448,Tablet,4,500,2000,2024-12-15 12:31:38.769765,CUST153,West
ORD0449,Monitor,2,500,1000,2024-07-05 12:31:38.769768,CUST116,South
ORD0450,Monitor,1,500,500,2024-09-19 12:31:38.769771,CUST153,North
ORD0451,Smartwatch,4,500,2000,2024-01-21 12:31:38.769773,CUST148,East
ORD0452,Laptop,2,200,400,2024-08-30 12:31:38.769776,CUST107,North
ORD0453,Laptop,3,1500,4500,2024-01-29 12:31:38.769780,CUST251,West
ORD0454,Monitor,3,500,1500,2024-11-13 12:31:38.769784,CUST163,North
ORD0455,Monitor,1,700,700,2024-07-07 12:31:38.769787,CUST246,South
ORD0456,Headphones,4,1000,4000,2024-03-24 12:31:38.769790,CUST179,South
ORD0457,Monitor,2,1000,2000,2024-06-10 12:31:38.769793,CUST287,West
ORD0458,Tablet,3,1000,3000,2024-02-22 12:31:38.769798,CUST141,South
ORD0459,Smartphone,3,500,1500,2024-10-17 12:31:38.769802,CUST148,South
ORD0460,Monitor,4,500,2000,2024-09-05 12:31:38.769805,CUST63,South
ORD0461,Headphones,4,500,2000,2024-10-13 12:31:38.769808,CUST294,West
ORD0462,Laptop,2,1500,3000,2024-10-06 12:31:38.769811,CUST279,North
ORD0463,Smartwatch,3,200,600,2024-06-07 12:31:38.769815,CUST195,East
ORD0464,Tablet,1,700,700,2024-12-23 12:31:38.769818,CUST203,West
ORD0465,Headphones,2,500,1000,2024-10-05 12:31:38.769820,CUST177,South
ORD0466,Laptop,1,700,700,2024-07-18 12:31:38.769823,CUST75,East
ORD0467,Smartwatch,2,1500,3000,2024-06-08 12:31:38.769826,CUST149,West
ORD0468,Laptop,3,200,600,2024-01-28 12:31:38.769828,CUST22,East
ORD0469,Headphones,4,500,2000,2024-08-30 12:31:38.769831,CUST148,North
ORD0470,Smartphone,1,700,700,2024-08-21 12:31:38.769835,CUST41,East
ORD0471,Headphones,3,200,600,2024-10-15 12:31:38.769837,CUST178,North
ORD0472,Tablet,4,200,800,2024-01-11 12:31:38.769840,CUST227,North
ORD0473,Smartphone,3,200,600,2024-11-10 12:31:38.769843,CUST132,East
ORD0474,Smartwatch,2,200,400,2024-06-23 12:31:38.769846,CUST246,North
ORD0475,Monitor,3,1500,4500,2024-12-16 12:31:38.769849,CUST110,West
ORD0476,Smartwatch,3,1000,3000,2024-05-09 12:31:38.769852,CUST104,East
ORD0477,Headphones,2,200,400,2024-09-13 12:31:38.769855,CUST276,South
ORD0478,Smartphone,1,700,700,2024-09-24 12:31:38.769858,CUST139,South
ORD0479,Monitor,3,700,2100,2024-05-14 12:31:38.769862,CUST288,West
ORD0480,Headphones,3,500,1500,2024-07-09 12:31:38.769866,CUST140,South
ORD0481,Headphones,3,500,1500,2024-08-01 12:31:38.769868,CUST71,South
ORD0482,Tablet,3,200,600,2024-09-10 12:31:38.769871,CUST56,West
ORD0483,Monitor,3,700,2100,2024-09-12 12:31:38.769876,CUST123,North
ORD0484,Smartwatch,4,1500,6000,2024-12-23 12:31:38.769878,CUST125,South
ORD0485,Tablet,2,500,1000,2024-02-02 12:31:38.769881,CUST26,East
ORD0486,Headphones,2,500,1000,2024-09-28 12:31:38.769884,CUST272,South
ORD0487,Monitor,3,500,1500,2024-06-14 12:31:38.769887,CUST116,South
ORD0488,Smartwatch,2,1000,2000,2024-07-20 12:31:38.769891,CUST120,West
ORD0489,Tablet,1,500,500,2024-08-15 12:31:38.769894,CUST27,North
ORD0490,Tablet,1,1000,1000,2024-11-30 12:31:38.769897,CUST52,West
ORD0491,Headphones,4,1500,6000,2024-08-15 12:31:38.769900,CUST212,North
ORD0492,Monitor,3,700,2100,2024-07-09 12:31:38.769903,CUST170,West
ORD0493,Smartphone,2,500,1000,2024-02-11 12:31:38.769905,CUST242,East
ORD0494,Smartwatch,4,1000,4000,2024-04-19 12:31:38.769908,CUST52,East
ORD0495,Headphones,3,1000,3000,2024-06-14 12:31:38.769911,CUST71,North
ORD0496,Smartphone,2,1000,2000,2024-01-23 12:31:38.769914,CUST3,North
ORD0497,Tablet,1,1500,1500,2024-04-05 12:31:38.769917,CUST282,South
ORD0498,Headphones,3,1000,3000,2024-07-19 12:31:38.769920,CUST81,East
ORD0499,Smartwatch,1,1500,1500,2024-12-21 12:31:38.769923,CUST209,East
ORD0500,Smartphone,4,1500,6000,2024-11-06 12:31:38.769926,CUST244,North
ORD0501,Tablet,4,1500,6000,2024-08-24 12:31:38.769929,CUST245,East
ORD0502,Headphones,3,1500,4500,2024-10-05 12:31:38.769932,CUST103,East
ORD0503,Smartphone,4,200,800,2024-03-13 12:31:38.769935,CUST148,South
ORD0504,Smartwatch,3,700,2100,2024-08-22 12:31:38.769939,CUST165,South
ORD0505,Smartwatch,3,500,1500,2024-12-16 12:31:38.769942,CUST147,West
ORD0506,Tablet,4,700,2800,2024-11-10 12:31:38.769945,CUST31,South
ORD0507,Smartphone,4,1500,6000,2024-03-05 12:31:38.769948,CUST46,South
ORD0508,Smartwatch,4,1000,4000,2024-05-27 12:31:38.769951,CUST294,East
ORD0509,Laptop,1,500,500,2024-07-12 12:31:38.769954,CUST119,West
ORD0510,Laptop,1,500,500,2024-07-28 12:31:38.769957,CUST274,West
ORD0511,Smartwatch,2,200,400,2024-05-26 12:31:38.769960,CUST20,North
ORD0512,Headphones,4,500,2000,2024-02-29 12:31:38.769963,CUST90,North
ORD0513,Smartphone,2,700,1400,2024-04-18 12:31:38.769967,CUST214,North
ORD0514,Smartwatch,4,1500,6000,2024-11-06 12:31:38.769970,CUST91,West
ORD0515,Laptop,3,200,600,2024-06-21 12:31:38.769973,CUST19,East
ORD0516,Laptop,4,500,2000,2024-03-15 12:31:38.769976,CUST204,South
ORD0517,Smartphone,2,1000,2000,2024-09-29 12:31:38.769979,CUST254,South
ORD0518,Tablet,3,1000,3000,2024-08-27 12:31:38.769982,CUST96,East
ORD0519,Smartphone,3,1000,3000,2024-12-13 12:31:38.769985,CUST149,North
ORD0520,Smartwatch,2,200,400,2024-01-08 12:31:38.769988,CUST20,North
ORD0521,Smartphone,2,700,1400,2024-05-26 12:31:38.769991,CUST5,East
ORD0522,Laptop,4,200,800,2025-01-04 12:31:38.769995,CUST153,East
ORD0523,Laptop,4,1500,6000,2024-04-13 12:31:38.769998,CUST291,North
ORD0524,Laptop,2,1000,2000,2024-04-04 12:31:38.770001,CUST55,South
ORD0525,Monitor,2,1500,3000,2024-01-19 12:31:38.770004,CUST172,East
ORD0526,Tablet,2,200,400,2024-01-27 12:31:38.770007,CUST146,North
ORD0527,Headphones,2,1000,2000,2024-09-26 12:31:38.770011,CUST233,East
ORD0528,Tablet,3,700,2100,2024-07-02 12:31:38.770014,CUST279,South
ORD0529,Headphones,1,700,700,2024-05-29 12:31:38.770017,CUST269,South
ORD0530,Smartphone,3,1000,3000,2024-11-30 12:31:38.770021,CUST253,North
ORD0531,Smartwatch,1,1500,1500,2024-01-30 12:31:38.770024,CUST69,South
ORD0532,Laptop,2,1500,3000,2024-07-19 12:31:38.770027,CUST259,North
ORD0533,Headphones,4,1500,6000,2024-02-20 12:31:38.770030,CUST240,West
ORD0534,Smartwatch,1,1000,1000,2024-07-28 12:31:38.770033,CUST140,South
ORD0535,Monitor,1,1000,1000,2024-01-31 12:31:38.770036,CUST99,West
ORD0536,Smartwatch,4,500,2000,2024-11-02 12:31:38.770039,CUST58,North
ORD0537,Monitor,4,1500,6000,2024-08-04 12:31:38.770048,CUST170,West
ORD0538,Smartphone,1,200,200,2024-04-20 12:31:38.770052,CUST84,South
ORD0539,Monitor,4,1500,6000,2024-07-30 12:31:38.770055,CUST235,North
ORD0540,Tablet,3,500,1500,2024-01-29 12:31:38.770058,CUST132,North
ORD0541,Headphones,1,1500,1500,2024-06-09 12:31:38.770061,CUST96,East
ORD0542,Tablet,2,1000,2000,2024-07-21 12:31:38.770064,CUST8,North
ORD0543,Tablet,3,1000,3000,2024-06-12 12:31:38.770067,CUST173,West
ORD0544,Smartwatch,1,1000,1000,2024-01-14 12:31:38.770070,CUST152,East
ORD0545,Smartwatch,2,1000,2000,2024-08-06 12:31:38.770073,CUST291,East
ORD0546,Smartwatch,4,1500,6000,2024-03-27 12:31:38.770075,CUST99,North
ORD0547,Headphones,2,700,1400,2024-10-31 12:31:38.770079,CUST90,East
ORD0548,Smartwatch,1,700,700,2024-09-28 12:31:38.770082,CUST208,North
ORD0549,Smartwatch,1,1000,1000,2024-06-03 12:31:38.770085,CUST219,South
ORD0550,Smartphone,4,500,2000,2024-01-30 12:31:38.770087,CUST264,South
ORD0551,Headphones,4,200,800,2024-06-24 12:31:38.770090,CUST168,North
ORD0552,Laptop,4,500,2000,2024-01-24 12:31:38.770093,CUST45,East
ORD0553,Monitor,4,500,2000,2024-10-07 12:31:38.770096,CUST206,South
ORD0554,Tablet,3,1500,4500,2024-02-24 12:31:38.770099,CUST49,East
ORD0555,Headphones,1,700,700,2024-03-19 12:31:38.770102,CUST95,West
ORD0556,Laptop,2,700,1400,2024-08-03 12:31:38.770105,CUST72,East
ORD0557,Monitor,1,200,200,2024-06-11 12:31:38.770107,CUST245,South
ORD0558,Headphones,3,200,600,2024-03-30 12:31:38.770110,CUST166,West
ORD0559,Monitor,3,700,2100,2025-01-04 12:31:38.770112,CUST128,East
ORD0560,Monitor,2,500,1000,2024-08-02 12:31:38.770115,CUST4,East
ORD0561,Headphones,4,1500,6000,2024-08-11 12:31:38.770118,CUST134,West
ORD0562,Tablet,2,1000,2000,2024-09-19 12:31:38.770120,CUST197,East
ORD0563,Smartwatch,3,500,1500,2024-05-29 12:31:38.770123,CUST121,South
ORD0564,Laptop,4,1000,4000,2024-03-14 12:31:38.770125,CUST229,South
ORD0565,Smartwatch,4,1000,4000,2024-02-29 12:31:38.770128,CUST137,East
ORD0566,Smartwatch,3,700,2100,2024-02-04 12:31:38.770131,CUST169,North
ORD0567,Smartphone,2,1000,2000,2024-07-24 12:31:38.770134,CUST155,North
ORD0568,Smartphone,3,500,1500,2024-05-11 12:31:38.770137,CUST299,North
ORD0569,Monitor,1,700,700,2024-05-23 12:31:38.770140,CUST294,East
ORD0570,Laptop,3,1500,4500,2024-05-23 12:31:38.770143,CUST6,North
ORD0571,Headphones,4,700,2800,2024-01-25 12:31:38.770145,CUST134,South
ORD0572,Monitor,3,700,2100,2024-09-17 12:31:38.770148,CUST185,West
ORD0573,Tablet,2,500,1000,2024-04-18 12:31:38.770151,CUST121,West
ORD0574,Laptop,1,200,200,2024-05-07 12:31:38.770154,CUST32,East
ORD0575,Headphones,2,200,400,2024-10-10 12:31:38.770157,CUST61,North
ORD0576,Monitor,3,700,2100,2024-02-02 12:31:38.770160,CUST239,West
ORD0577,Tablet,1,1500,1500,2024-11-22 12:31:38.770163,CUST158,South
ORD0578,Monitor,4,700,2800,2024-08-12 12:31:38.770166,CUST82,West
ORD0579,Headphones,1,200,200,2024-04-16 12:31:38.770170,CUST208,West
ORD0580,Monitor,1,500,500,2024-01-31 12:31:38.770172,CUST258,South
ORD0581,Headphones,1,200,200,2024-02-15 12:31:38.770175,CUST160,North
ORD0582,Tablet,1,500,500,2024-02-22 12:31:38.770178,CUST61,North
ORD0583,Monitor,2,200,400,2024-07-17 12:31:38.770181,CUST152,North
ORD0584,Smartwatch,3,200,600,2024-11-18 12:31:38.770183,CUST189,North
ORD0585,Smartphone,1,200,200,2024-09-06 12:31:38.770186,CUST114,North
ORD0586,Smartphone,3,1500,4500,2024-01-26 12:31:38.770189,CUST113,North
ORD0587,Smartphone,4,200,800,2024-07-30 12:31:38.770192,CUST69,West
ORD0588,Smartwatch,4,500,2000,2024-09-11 12:31:38.770194,CUST245,West
ORD0589,Monitor,4,1500,6000,2024-09-25 12:31:38.770197,CUST79,North
ORD0590,Tablet,3,1500,4500,2024-10-21 12:31:38.770201,CUST233,East
ORD0591,Smartwatch,4,200,800,2024-12-23 12:31:38.770204,CUST192,South
ORD0592,Headphones,1,700,700,2024-12-12 12:31:38.770207,CUST213,North
ORD0593,Smartwatch,2,1000,2000,2024-09-01 12:31:38.770209,CUST282,West
ORD0594,Laptop,1,500,500,2024-05-06 12:31:38.770231,CUST242,West
ORD0595,Smartwatch,2,500,1000,2024-02-27 12:31:38.770236,CUST276,South
ORD0596,Monitor,1,700,700,2024-11-28 12:31:38.770239,CUST112,North
ORD0597,Monitor,2,500,1000,2024-05-16 12:31:38.770242,CUST127,North
ORD0598,Monitor,4,1000,4000,2024-06-06 12:31:38.770245,CUST42,West
ORD0599,Smartphone,2,1000,2000,2024-02-17 12:31:38.770248,CUST270,South
ORD0600,Tablet,4,700,2800,2024-03-16 12:31:38.770251,CUST229,South
ORD0601,Smartwatch,2,200,400,2024-09-27 12:31:38.770254,CUST271,West
ORD0602,Smartwatch,2,1000,2000,2024-01-14 12:31:38.770256,CUST186,North
ORD0603,Tablet,4,1500,6000,2024-06-22 12:31:38.770259,CUST40,East
ORD0604,Smartwatch,1,1000,1000,2024-04-26 12:31:38.770263,CUST289,North
ORD0605,Laptop,4,700,2800,2024-06-14 12:31:38.770266,CUST58,North
ORD0606,Headphones,4,1500,6000,2024-09-02 12:31:38.770268,CUST32,West
ORD0607,Smartphone,2,500,1000,2024-10-21 12:31:38.770271,CUST281,East
ORD0608,Laptop,3,700,2100,2024-02-04 12:31:38.770274,CUST259,North
ORD0609,Laptop,3,700,2100,2024-01-18 12:31:38.770277,CUST104,North
ORD0610,Tablet,2,500,1000,2025-01-02 12:31:38.770279,CUST294,East
ORD0611,Headphones,4,700,2800,2024-11-11 12:31:38.770282,CUST275,South
ORD0612,Smartwatch,3,1000,3000,2024-06-01 12:31:38.770285,CUST77,East
ORD0613,Smartphone,2,500,1000,2024-09-14 12:31:38.770287,CUST85,North
ORD0614,Monitor,1,200,200,2024-10-06 12:31:38.770290,CUST168,West
ORD0615,Smartwatch,1,1500,1500,2024-01-14 12:31:38.770293,CUST267,East
ORD0616,Monitor,4,500,2000,2024-04-14 12:31:38.770296,CUST227,South
ORD0617,Smartwatch,1,700,700,2024-05-12 12:31:38.770299,CUST60,West
ORD0618,Monitor,3,200,600,2024-12-10 12:31:38.770302,CUST106,North
ORD0619,Headphones,3,1500,4500,2024-03-25 12:31:38.770304,CUST299,South
ORD0620,Smartphone,1,200,200,2024-08-30 12:31:38.770307,CUST251,East
ORD0621,Smartwatch,4,1500,6000,2024-11-03 12:31:38.770310,CUST47,North
ORD0622,Monitor,4,200,800,2024-05-16 12:31:38.770313,CUST262,South
ORD0623,Laptop,4,500,2000,2024-10-28 12:31:38.770315,CUST229,East
ORD0624,Monitor,4,700,2800,2024-05-12 12:31:38.770318,CUST29,East
ORD0625,Laptop,1,200,200,2024-01-29 12:31:38.770321,CUST233,West
ORD0626,Smartphone,1,500,500,2024-04-08 12:31:38.770324,CUST68,East
ORD0627,Laptop,4,200,800,2024-03-24 12:31:38.770326,CUST263,East
ORD0628,Laptop,4,500,2000,2024-03-06 12:31:38.770329,CUST213,South
ORD0629,Smartphone,2,1500,3000,2024-07-26 12:31:38.770333,CUST234,North
ORD0630,Monitor,2,1500,3000,2024-05-23 12:31:38.770336,CUST289,East
ORD0631,Smartphone,3,700,2100,2024-02-26 12:31:38.770339,CUST30,North
ORD0632,Headphones,2,1500,3000,2024-04-21 12:31:38.770341,CUST287,North
ORD0633,Smartphone,3,1000,3000,2024-05-31 12:31:38.770345,CUST237,West
ORD0634,Headphones,4,700,2800,2024-03-30 12:31:38.770348,CUST158,South
ORD0635,Tablet,1,1500,1500,2024-05-21 12:31:38.770351,CUST12,East
ORD0636,Smartphone,3,500,1500,2024-10-15 12:31:38.770354,CUST203,East
ORD0637,Monitor,2,1000,2000,2024-05-06 12:31:38.770357,CUST131,East
ORD0638,Smartphone,4,200,800,2024-05-19 12:31:38.770360,CUST2,West
ORD0639,Monitor,1,1500,1500,2024-08-25 12:31:38.770363,CUST112,West
ORD0640,Monitor,4,700,2800,2024-08-31 12:31:38.770366,CUST297,South
ORD0641,Laptop,3,1500,4500,2024-02-13 12:31:38.770368,CUST38,South
ORD0642,Headphones,2,1000,2000,2024-08-16 12:31:38.770372,CUST24,North
ORD0643,Monitor,1,200,200,2024-04-13 12:31:38.770374,CUST217,South
ORD0644,Headphones,4,1000,4000,2024-05-01 12:31:38.770377,CUST177,West
ORD0645,Monitor,4,1000,4000,2024-02-19 12:31:38.770380,CUST33,North
ORD0646,Smartphone,2,1500,3000,2024-09-04 12:31:38.770383,CUST278,South
ORD0647,Smartphone,3,500,1500,2024-08-17 12:31:38.770385,CUST31,East
ORD0648,Smartwatch,1,200,200,2024-05-24 12:31:38.770388,CUST36,East
ORD0649,Laptop,2,1500,3000,2024-11-26 12:31:38.770391,CUST242,South
ORD0650,Monitor,1,700,700,2024-01-05 12:31:38.770394,CUST17,North
ORD0651,Smartphone,4,1500,6000,2024-08-11 12:31:38.770397,CUST147,North
ORD0652,Tablet,4,1500,6000,2024-09-06 12:31:38.770399,CUST210,North
ORD0653,Smartwatch,2,500,1000,2024-08-18 12:31:38.770402,CUST93,South
ORD0654,Tablet,3,1000,3000,2024-07-17 12:31:38.770405,CUST70,South
ORD0655,Laptop,3,700,2100,2024-07-25 12:31:38.770408,CUST216,North
ORD0656,Smartphone,3,1500,4500,2024-04-03 12:31:38.770412,CUST192,North
ORD0657,Tablet,1,1500,1500,2024-11-24 12:31:38.770415,CUST196,North
ORD0658,Smartphone,3,700,2100,2024-10-26 12:31:38.770417,CUST230,West
ORD0659,Smartphone,1,1500,1500,2024-10-19 12:31:38.770420,CUST194,North
ORD0660,Headphones,4,1500,6000,2024-09-08 12:31:38.770422,CUST193,South
ORD0661,Monitor,3,1000,3000,2024-06-22 12:31:38.770425,CUST42,North
ORD0662,Smartphone,4,200,800,2024-01-15 12:31:38.770428,CUST277,South
ORD0663,Laptop,3,1000,3000,2024-10-18 12:31:38.770431,CUST69,North
ORD0664,Headphones,4,200,800,2024-01-09 12:31:38.770434,CUST179,North
ORD0665,Smartwatch,1,500,500,2024-09-17 12:31:38.770436,CUST61,West
ORD0666,Headphones,1,1000,1000,2024-12-03 12:31:38.770439,CUST92,South
ORD0667,Smartwatch,1,500,500,2024-06-06 12:31:38.770442,CUST276,North
ORD0668,Monitor,3,200,600,2024-06-10 12:31:38.770444,CUST202,North
ORD0669,Headphones,3,1500,4500,2024-07-19 12:31:38.770447,CUST271,East
ORD0670,Tablet,3,1000,3000,2024-04-02 12:31:38.770450,CUST66,South
